# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL, NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL
2.423445941438957561e+03,2.774471576481907070e+07,1.523916742375004590e+08,2.386448899868577769e+02,2.775490650549123473e+01,3.256193229030216685e+01,5.272108610044391241e+00,2.432131985779131355e+03,2.422712541354549103e+03,2.755965506247862606e+01,3.229930397055669289e+01,2.756736647336779100e+01,3.256193229030216685e+01,3.229930397055669289e+01,3.216476337566565746e+01
2.397040652705376488e+03,2.979544463468088210e+07,1.573043517518293560e+08,2.386456172541523983e+02,2.744035480544127381e+01,3.201897572430040384e+01,-2.283995585246437088e+00,2.413625616405788605e+03,2.390645498664440311e+03,2.738708232347387650e+01,3.207052344595084037e+01,2.727883453169171446e+01,3.201897572430040384e+01,3.207052344595084037e+01,3.165865938703721838e+01
2.385734130024734895e+03,3.094626870444865897e+07,1.688096801776171327e+08,2.386463445214467924e+02,2.715242679867638742e+01,3.179228784008567743e+01,4.681999819436148513e+00,2.382890602870537805e+03,2.363377374631456405e+03,2.713879623090761584e+01,3.157126410329144051e+01,2.689810150394309574e+01,3.179228784008567743e+01,3.157126410329144051e+01,3.140293642239802807e+01
2.394065887413386463e+03,3.398846336517435312e+07,1.464229465156004429e+08,2.386470717887411865e+02,2.731843217303482163e+01,3.200774512344510470e+01,-3.329132928058564644e+00,2.397569160457566340e+03,2.381439780960573444e+03,2.719055836144910643e+01,3.174172250302237330e+01,2.710512390008499040e+01,3.200774512344510470e+01,3.174172250302237330e+01,3.164231951039596424e+01
2.399273568586752390e+03,2.869215789254587889e+07,1.514459137908087671e+08,2.386477990560357512e+02,2.746838796274172978e+01,3.198226795402528921e+01,3.458936448884842640e+00,2.410676016317346694e+03,2.385091662421345063e+03,2.737374005590625359e+01,3.197616667416265557e+01,2.715888351079040319e+01,3.198226795402528921e+01,3.197616667416265557e+01,3.173016073239411128e+01
2.429725431716312869e+03,3.671283510294305533e+07,1.545015397542130947e+08,2.386485263233301168e+02,2.797568914621018621e+01,3.208285126136415499e+01,-2.043314969877382481e+00,2.439415207344635746e+03,2.410506582641913155e+03,2.780682203369558181e+01,3.179042259393978043e+01,2.741134884810858807e+01,3.208285126136415499e+01,3.179042259393978043e+01,3.172602118438675234e+01
2.419302899404498021e+03,4.536211271678978950e+07,1.943469932472177744e+08,2.386492535906247667e+02,2.780895619707911237e+01,3.193265794397895263e+01,3.145880191599388809e+00,2.430952829837908212e+03,2.412032844694937921e+03,2.785974251761692244e+01,3.195117597579418600e+01,2.766660549153734650e+01,3.193265794397895263e+01,3.195117597579418600e+01,3.156328306662712180e+01
2.431912073799887366e+03,3.539832698235006630e+07,1.463683688947015703e+08,2.386499808579191608e+02,2.823247464500380488e+01,3.203771303952957794e+01,1.375012044927217403e-01,2.434023612827498710e+03,2.423539604203770978e+03,2.794567707969869730e+01,3.186888564271799851e+01,2.799402971676057206e+01,3.203771303952957794e+01,3.186888564271799851e+01,3.182892219241021792e+01
2.425205373459429666e+03,3.513707751302119344e+07,1.428412532791578174e+08,2.386507081252136686e+02,2.830604241936292453e+01,3.189398065290004070e+01,4.899771414860651930e-01,2.433957423397487219e+03,2.419735452158621229e+03,2.815942358798474743e+01,3.188121627398047053e+01,2.782349198287015923e+01,3.189398065290004070e+01,3.188121627398047053e+01,3.173403118871799222e+01
2.411912284916701992e+03,3.310214220643458143e+07,1.921953817781712413e+08,2.386514353925080627e+02,2.811550047963848442e+01,3.251977896972448434e+01,4.336850963271331239e+00,2.422744029656227212e+03,2.400067827822343133e+03,2.791077668779811916e+01,3.184644411241357886e+01,2.778030688944715365e+01,3.251977896972448434e+01,3.184644411241357886e+01,3.172325759702768266e+01
2.393428386453012536e+03,3.180767184654008597e+07,1.435504803742017448e+08,2.386521626598025705e+02,2.804947980674553776e+01,3.226292376503458570e+01,-3.170950368972627942e+00,2.411577506702291885e+03,2.389820137804060323e+03,2.782853613684429206e+01,3.219458392026372451e+01,2.790302621391957416e+01,3.226292376503458570e+01,3.219458392026372451e+01,3.191531083430672311e+01
2.359450181889499163e+03,3.771277785484873503e+07,1.679189597770866752e+08,2.386528899270970783e+02,2.805700478176107993e+01,3.196641284831258645e+01,6.482627024397231708e+00,2.378256213669429599e+03,2.343346377484378991e+03,2.776120564298183524e+01,3.194936099292922904e+01,2.760465992721994155e+01,3.196641284831258645e+01,3.194936099292922904e+01,3.159882655407811569e+01
