,Date,last_20_pred
718,2023-01-25,6356.20571533946
719,2023-01-29,6677.656876718015
720,2023-02-02,6999.10803809657
721,2023-02-06,6710.16167034915
722,2023-02-10,6674.5788050396
723,2023-02-14,6909.0693075962
724,2023-02-18,6721.45296987716
725,2023-02-22,6533.83663215812
726,2023-02-26,6590.33921243034
727,2023-03-02,6646.84179270256
728,2023-03-06,6707.65624365655
729,2023-03-10,6432.29041715319
730,2023-03-14,6632.83917804606
731,2023-03-18,6685.725680432065
732,2023-03-22,6738.61218281807
733,2023-03-26,6872.661948585505
734,2023-03-30,7006.71171435294
735,2023-04-03,7064.5567704567
736,2023-04-07,6975.405081441921
737,2023-04-11,6886.25339242714
738,2023-04-15,6861.14380037366
739,2023-04-19,6836.03420832018
740,2023-04-23,6751.25978531876
741,2023-04-27,6666.48536231734
742,2023-05-01,6722.09205281838
743,2023-05-05,6712.39922650745
744,2023-05-09,6702.68512226959
745,2023-05-13,6869.094715579665
746,2023-05-17,7035.50430888974
747,2023-05-21,7185.0845672837095
748,2023-05-25,7334.66482567768
749,2023-05-29,7546.593987649965
750,2023-06-02,7758.52314962225
751,2023-06-06,7791.79129249564
752,2023-06-10,7946.39680236806
753,2023-06-14,8101.00231224048
754,2023-06-18,7988.7207060082
755,2023-06-22,7876.43909977592
756,2023-06-26,7746.33164507128
757,2023-06-30,8048.89499104954
758,2023-07-04,8080.028177922027
759,2023-07-08,8111.161364794513
760,2023-07-12,8142.294551667
761,2023-07-16,8148.732488279549
762,2023-07-20,8155.1704248921
763,2023-07-24,8200.71676353739
764,2023-07-28,8522.97494570826
765,2023-08-01,8597.35739439416
766,2023-08-05,8286.10791077009
767,2023-08-09,7974.85842714602
768,2023-08-13,7840.243835077221
769,2023-08-17,7705.62924300842
770,2023-08-21,7915.81785993904
771,2023-08-25,7896.52352491193
772,2023-08-29,8163.8932458764
773,2023-09-02,8270.375646360895
774,2023-09-06,8376.85804684539
775,2023-09-10,8340.42778102176
776,2023-09-14,8303.99751519813
777,2023-09-18,8126.1976737743
778,2023-09-22,7855.82587696734
779,2023-09-26,7753.66867867351
780,2023-09-30,7830.345853056669
781,2023-10-04,7907.02302743983
782,2023-10-08,8065.42385500678
783,2023-10-12,8223.82468257373
784,2023-10-16,8179.34271771222
785,2023-10-20,7801.00127726931
786,2023-10-24,7884.51541291113
787,2023-10-28,7799.996387493315
788,2023-11-01,7715.4773620755
789,2023-11-05,7890.3066647704945
790,2023-11-09,8065.13596746549
791,2023-11-13,8289.8760506328
792,2023-11-17,8619.82727238026
793,2023-11-21,8671.4464454823
794,2023-11-25,8772.859320452146
795,2023-11-29,8874.27219542199
796,2023-12-03,8860.63563124308
797,2023-12-07,8846.99906706417
798,2023-12-11,9095.47942088134
799,2023-12-15,9483.86006906906
800,2023-12-19,9514.85608250246
801,2023-12-23,9587.508427548815
802,2023-12-27,9660.16077259517
803,2023-12-31,9379.535880620066
804,2024-01-04,9098.91098864496
805,2024-01-08,9382.04175086425
806,2024-01-12,9534.17327075136
807,2024-01-16,9562.14100021265
808,2024-01-20,9832.632207151426
809,2024-01-24,10103.1234140902
810,2024-01-28,9995.99387826031
811,2024-02-01,9888.86434243042
812,2024-02-05,10017.6608229497
